Genus	Species	Samplinglocation	Country	Year	Date	Sample number (on tube or bag)	Individual number	Extraction y/n?	Extraction date	Sex	Status	Sampled by	Sample type	Place of capture	Reproductive status	Weight	Length	Tail length	Latitude	Longitude	Remarks	Latitude (swiss)	Longitude (swiss)	Microsat	Cytochrom b	Control region	avpr1a	Specimen-20	"GewebeRack Number in Fridge oder -20C oder -80C, Gut samples"	DNADNA_.Number.in..20	RNARNA_.Number.in..80	Lung.Tissue	Screened? (TULV)	Positive? (TULV)	S-Segment	M-Segment	L-Segment	Genome	Swab 2 Tubes per Sample	Published	Add								
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC43	MarCHEbC43			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			25			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_43	lung 277_20	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC44	MarCHEbC44			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			21			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_42	lung 277_19	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC45	MarCHEbC45			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			13			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_07	Lung_287_43	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC46	MarCHEbC46			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			9			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_06	Lung_287_42	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC47	MarCHEbC47			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			19			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_05	Lung_287_41	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC48	MarCHEbC48			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			12			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_04	Lung_287_40	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC49	MarCHEbC49			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			26			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_41	lung 277_18	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC50	MarCHEbC50			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			14			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_03	Lung_287_39	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC51	MarCHEbC51			?		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			11			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_02	Lung_287_38	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC52	MarCHEbC52			?		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			12			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_01	Lung_287_37	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC53	MarCHEbC53			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			15			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_81	Lung_287_36	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC54	MarCHEbC54			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			14			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_80	Lung_287_35	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC55	MarCHEbC55			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			9			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_79	Lung_287_34	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC56	MarCHEbC56			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			18			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_78	Lung_287_33	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC57	MarCHEbC57			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			21			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_40	lung 277_17	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC58	MarCHEbC58			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			18			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_77	Lung_287_32	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC59	MarCHEbC59			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			21			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_39	lung 277_16	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC60	MarCHEbC60			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			12			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_76_no RNA	Lung_287_31_no Lung	no	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC61	MarCHEbC61			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			10			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_75	Lung_287_30	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC62	MarCHEbC62			?		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			9			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_74	Lung_287_29	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC63	MarCHEbC63			f?		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			18			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_73	Lung_287_28	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC64	MarCHEbC64			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			11			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_72	Lung_287_27	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC65	MarCHEbC65			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			22			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 157_58	lung 278_35	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC66	MarCHEbC66			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			15			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_71	Lung_287_26	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC67	MarCHEbC67			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			17			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_70	Lung_287_25	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC68	MarCHEbC68			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			13			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_69	Lung_287_24	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC69	MarCHEbC69			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			25			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_38	lung 277_15	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC70	MarCHEbC70			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			14			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_68	Lung_287_23	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC71	MarCHEbC71			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			14			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_67	Lung_287_22	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC72	MarCHEbC72			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			27			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_37	lung 277_14	yes	yes	yes 01.12.2022	yes	yes	Mi Seq Run 5											
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC73	MarCHEbC73			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			29			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_36	lung 277_13	yes	yes	yes														
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC74	MarCHEbC74			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			14			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_66	Lung_287_21	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC75	MarCHEbC75			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			17			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_65	Lung_287_20	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC76	MarCHEbC76			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			34			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_35 u RNA_191_48	lung 277_12	yes/yes	yes/no am 04.10.2022/yes 12.12.2022	no/yes 14.12.2022														
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC77	MarCHEbC77			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			19			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_64	Lung_287_19	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC78	MarCHEbC78			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			24			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_34	lung 277_11	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC79	MarCHEbC79			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			13			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_63	Lung_287_18	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC80	MarCHEbC80			f?		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			6			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_62	Lung_287_17	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC81	MarCHEbC81			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			15			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_61	Lung_287_16	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC82	MarCHEbC82			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			17			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_60	Lung_287_15	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC83	MarCHEbC83			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			31			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_33 u RNA_191_47	lung 277_10	yes/yes/Yes	yes/no am 04.10.2022/yes 12.12.2022	no/yes 14.12.2022														
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC84	MarCHEbC84			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			16			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_59	Lung_287_14	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC85	MarCHEbC85			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			13			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_81	Lung_288_36	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC86	MarCHEbC86			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			9			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_80	Lung_288_35	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC87	MarCHEbC87			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			23			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_32	lung 277_09	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC88	MarCHEbC88			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			13			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_79_no RNA	Lung_288_34_no Lung	no	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC89	MarCHEbC89			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			30			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_63	lung 277_40	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC90	MarCHEbC90			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			19			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_78	Lung_288_33	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC91	MarCHEbC91			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			12			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_77	Lung_288_32	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC92	MarCHEbC92			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			17			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_76	Lung_288_31	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC93	MarCHEbC93			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			10			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_75	Lung_288_30	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC94	MarCHEbC94			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			12			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_74	Lung_288_29	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC95	MarCHEbC95			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			28			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_62	lung 277_39	yes	yes	yes			Mi Seq Run 5											
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC96	MarCHEbC96			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			14			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_73	Lung_288_28	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC97	MarCHEbC97			?		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			8			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_72_no RNA	Lung_288_27_no Lung	no	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC98	MarCHEbC98			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			16			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_165_58	Lung_287_13	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC99	MarCHEbC99			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			12			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_71	Lung_288_26	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC100	MarCHEbC100			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			18			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_70	Lung_288_25	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC101	MarCHEbC101			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			11			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_69	Lung_288_24	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC102	MarCHEbC102			?		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			5			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_68	Lung_288_23	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC103	MarCHEbC103			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			27			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_61	lung 277_38	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC104	MarCHEbC104			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			12			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_67	Lung_288_22	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC105	MarCHEbC105			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			18			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_66	Lung_288_21	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC106	MarCHEbC106			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			16			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_65	Lung_288_20	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC107	MarCHEbC107			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			12			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_64	Lung_288_19	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC108	MarCHEbC108			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			41			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_60	lung 277_37	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC109	MarCHEbC109			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			20			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_31	lung 277_08	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC110	MarCHEbC110			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			12			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_63	Lung_288_18	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC111	MarCHEbC111			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			12			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_62_no RNA	Lung_288_17_no Lung	no	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC112	MarCHEbC112			?		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			13			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_61_no RNA	Lung_288_16_no Lung	no	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC113	MarCHEbC113			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			8			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_60	Lung_288_15	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC114	MarCHEbC114			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			24			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_59	lung 277_36	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC115	MarCHEbC115			m		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			17			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_59	Lung_288_14	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC116	MarCHEbC116			?		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			14			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_58	Lung_288_13	yes	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC117	MarCHEbC117			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			9			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA_166_57_no RNA	Lung_288_12_no Lung	no	no															
Microtus	arvalis	"Ersigen,Oberösch,3.Feld"	Switzerland	2020	09/07/2020	MarCHEbC118	MarCHEbC118			f		"Sarah, Rachel, Susanne, Gerald, Ivan"	"Specimen, foot+tail in EtOH, lung"			23			47.112714	7.599572								Big Red Box 101/102	Rack 34		RNA 156_58	lung 277_35	yes	no															
